Band,MJD,Flux,Error,Telescope
W1,58345.85124,2.471852,0.049743026,UVOT
U,58345.85207,1.7144467,0.040051556,UVOT
B,58345.85265,1.0765911,0.026745536,UVOT
W2,58345.85401,3.2591324,0.05291837,UVOT
HX,58345.85401,0.926362,0.070504,XRT
SX,58345.85401,0.572,0.05547,XRT
V,58345.85536,0.8931657,0.02959725,UVOT
M2,58345.85653,2.7800612,0.05596227,UVOT
B,58346.90009,1.1122342,0.02879786,UVOT
HX,58346.90131,0.894954,0.070408,XRT
SX,58346.90131,0.363975,0.044864,XRT
W2,58346.90131,3.275836,0.055107635,UVOT
V,58346.90252,0.9361333,0.031839606,UVOT
M2,58346.90371,2.9926965,0.05777631,UVOT
W1,58347.29428,2.513207,0.05045734,UVOT
U,58347.2951,1.768933,0.041326428,UVOT
B,58347.29566,1.1034412,0.027431466,UVOT
W2,58347.29701,3.3236353,0.05377749,UVOT
HX,58347.29707,0.726658,0.04966,XRT
SX,58347.29707,0.424064,0.037926,XRT
V,58347.29834,0.9100264,0.029919874,UVOT
M2,58347.29955,2.8884057,0.05640672,UVOT
B,58348.43891,1.0643396,0.025783498,UVOT
HX,58348.44014,0.993851,0.073591,XRT
SX,58348.44014,0.485471,0.051563,XRT
V,58348.4418,0.8812754,0.02843499,UVOT
HX,58349.03315,0.868004,0.063265,XRT
SX,58349.03315,0.496104,0.047875,XRT
V,58349.03476,0.9092967,0.02742637,UVOT
HX,58350.09697,0.880012,0.060834,XRT
SX,58350.09697,0.440509,0.043155,XRT
B,58351.22875,1.0812843,0.023916502,UVOT
HX,58351.22973,0.794927,0.04736,XRT
SX,58351.22973,0.420417,0.034473,XRT
W2,58351.23052,3.1655847,0.047390366,UVOT
V,58351.23227,0.8853926,0.02597777,UVOT
HX,58352.89015,0.976288,0.083034,XRT
SX,58352.89015,0.476748,0.058126,XRT
HX,58353.60376,0.686313,0.053875,XRT
SX,58353.60376,0.489557,0.045556,XRT
U,58354.61252,1.7595512,0.037112005,UVOT
B,58354.61324,1.0653282,0.023823768,UVOT
HX,58354.61494,0.900509,0.063524,XRT
SX,58354.61494,0.501194,0.047443,XRT
V,58354.61674,0.9130398,0.026715057,UVOT
W1,58355.60542,2.3857859,0.048902203,UVOT
B,58355.6068,1.02133,0.025958402,UVOT
W2,58355.60815,3.063999,0.050881846,UVOT
HX,58355.6082,0.795321,0.084018,XRT
SX,58355.6082,0.432554,0.062194,XRT
V,58355.60947,0.87047975,0.029177643,UVOT
M2,58355.61067,2.6206115,0.053053723,UVOT
W1,58356.60074,2.4345282,0.04776772,UVOT
U,58356.60162,1.7427491,0.03950016,UVOT
B,58356.60223,1.08050885,0.02602275,UVOT
W2,58356.60369,3.2299565,0.05125722,UVOT
HX,58356.60375,0.750251,0.050592,XRT
SX,58356.60375,0.380596,0.036158,XRT
V,58356.60513,0.9057065,0.029476442,UVOT
M2,58356.6064,2.7798098,0.05302722,UVOT
W1,58357.59931,2.4257333,0.049959893,UVOT
U,58357.6001,1.7228042,0.040866256,UVOT
B,58357.60065,1.0751328,0.02719813,UVOT
W2,58357.60196,3.0717836,0.05130016,UVOT
HX,58357.60202,0.815228,0.087727,XRT
SX,58357.60202,0.493519,0.068284,XRT
V,58357.60326,0.9120006,0.0303355,UVOT
M2,58357.60444,2.7964278,0.055781895,UVOT
U,58358.72908,1.7304488,0.042787766,UVOT
B,58358.72958,1.0768585,0.02847392,UVOT
W2,58358.73079,3.161233,0.05413774,UVOT
HX,58358.73081,0.944969,0.098524,XRT
SX,58358.73081,0.515221,0.072824,XRT
V,58358.73198,0.912663,0.03184655,UVOT
M2,58358.73302,2.6549673,0.056794,UVOT
W1,58359.12688,2.242254,0.048957075,UVOT
U,58359.12761,1.811282,0.043905238,UVOT
B,58359.12813,1.0718167,0.02805662,UVOT
W2,58359.12934,3.004071,0.05207268,UVOT
HX,58359.12937,0.729673,0.052352,XRT
SX,58359.12937,0.394208,0.038467,XRT
V,58359.13054,0.9204271,0.031584705,UVOT
M2,58359.13161,2.5713828,0.05504541,UVOT
B,58361.51855,1.0325432,0.02437777,UVOT
HX,58361.52015,0.664187,0.075298,XRT
SX,58361.52015,0.351397,0.054734,XRT
V,58361.52168,0.88675125,0.027476116,UVOT
W1,58361.98433,2.423202,0.05684596,UVOT
U,58361.98493,1.6904089,0.0456549,UVOT
B,58361.98535,1.0715932,0.030961167,UVOT
HX,58361.98626,0.517005,0.049243,XRT
SX,58361.98626,0.307097,0.038023,XRT
W2,58361.98633,2.8811816,0.054862287,UVOT
V,58361.98729,0.889404,0.034433155,UVOT
M2,58361.98809,2.6141124,0.063472223,UVOT
W1,58362.25107,2.2644997,0.04932692,UVOT
U,58362.2518,1.7262382,0.042332451,UVOT
B,58362.25232,1.033897,0.02734813,UVOT
HX,58362.25327,0.592149,0.04968,XRT
SX,58362.25327,0.280481,0.034266,XRT
W2,58362.25355,2.9304396,0.0511912,UVOT
V,58362.25474,0.9499124,0.032343217,UVOT
M2,58362.25552,2.533046,0.06573452,UVOT
W1,58363.11454,2.2338065,0.04616619,UVOT
U,58363.11538,1.6545333,0.038929716,UVOT
B,58363.11595,1.0735443,0.02666972,UVOT
HX,58363.11726,0.594254,0.049613,XRT
SX,58363.11726,0.528584,0.047342,XRT
W2,58363.11732,2.8938176,0.0482956,UVOT
V,58363.11869,0.8458166,0.028498405,UVOT
M2,58363.1198,2.4852934,0.053469135,UVOT
W1,58364.70749,2.3473174,0.045695384,UVOT
B,58364.70906,1.0154069,0.024270498,UVOT
HX,58364.71057,0.921051,0.073463,XRT
SX,58364.71057,0.485315,0.053405,XRT
W2,58364.7106,2.9473955,0.04699236,UVOT
V,58364.71213,0.8685842,0.027394057,UVOT
M2,58364.71341,2.5623477,0.05139596,UVOT
HX,58365.18017,0.827159,0.052038,XRT
SX,58365.18017,0.461655,0.03895,XRT
B,58366.307,1.0304807,0.026170404,UVOT
HX,58366.30831,0.713294,0.050235,XRT
SX,58366.30831,0.466519,0.040572,XRT
V,58366.30967,0.903394,0.029987595,UVOT
W1,58367.03827,2.4126122,0.049361406,UVOT
U,58367.03908,1.678012,0.03975138,UVOT
B,58367.03964,1.0948701,0.027352923,UVOT
HX,58367.04095,0.845858,0.05475,XRT
SX,58367.04095,0.584963,0.045583,XRT
W2,58367.04097,3.0341733,0.050593707,UVOT
V,58367.04229,0.91411686,0.03022111,UVOT
M2,58367.04341,2.572892,0.05431954,UVOT
HX,58368.03402,1.006002,0.059631,XRT
SX,58368.03402,0.518236,0.042956,XRT
W1,58369.95949,2.3720372,0.04878823,UVOT
U,58369.9603,1.7963797,0.0420777,UVOT
B,58369.96086,1.08580815,0.027143843,UVOT
HX,58369.96197,0.683201,0.050218,XRT
SX,58369.96197,0.395224,0.038192,XRT
W2,58369.9622,3.0121593,0.05021964,UVOT
V,58369.96352,0.8818221,0.02961484,UVOT
M2,58369.96443,2.803565,0.06428543,UVOT
W1,58370.48954,2.3994385,0.044445095,UVOT
U,58370.49058,1.6575625,0.035479484,UVOT
B,58370.49129,1.0524283,0.023766135,UVOT
HX,58370.4929,0.726548,0.069526,XRT
SX,58370.4929,0.396535,0.051499,XRT
W2,58370.49302,3.173903,0.04798031,UVOT
V,58370.49472,0.92695084,0.027095144,UVOT
M2,58370.49604,2.7164677,0.05335898,UVOT
W1,58372.14986,2.4114001,0.04642902,UVOT
U,58372.1508,1.6578237,0.037144666,UVOT
B,58372.15144,1.0675483,0.0251563,UVOT
HX,58372.15294,0.786847,0.049528,XRT
SX,58372.15294,0.414017,0.035955,XRT
W2,58372.15299,3.1052692,0.048777684,UVOT
V,58372.15452,0.8713405,0.027507046,UVOT
M2,58372.15579,2.6026273,0.052220545,UVOT
W1,58373.02037,2.3863178,0.048725284,UVOT
U,58373.02119,1.749953,0.04068295,UVOT
B,58373.02177,1.08073205,0.02681022,UVOT
HX,58373.02296,0.883686,0.060712,XRT
SX,58373.02296,0.473087,0.044619,XRT
W2,58373.02313,3.1736078,0.05196087,UVOT
V,58373.02447,0.9518088,0.030915842,UVOT
M2,58373.02546,2.7149002,0.06029667,UVOT
W1,58374.00266,2.38242,0.045845277,UVOT
U,58374.00361,1.7499723,0.038547855,UVOT
B,58374.00427,1.0699353,0.024968025,UVOT
HX,58374.00542,0.815233,0.05466,XRT
SX,58374.00542,0.421737,0.039434,XRT
W2,58374.00585,3.059684,0.047937226,UVOT
V,58374.0074,0.900892,0.027871153,UVOT
M2,58374.00827,2.6842947,0.066657935,UVOT
W1,58375.72756,2.3657352,0.049172523,UVOT
U,58375.72835,1.6562623,0.039711207,UVOT
B,58375.7289,1.0801652,0.0272935,UVOT
HX,58375.73003,0.660635,0.049563,XRT
SX,58375.73003,0.427296,0.039842,XRT
W2,58375.73023,2.8487453,0.04851413,UVOT
V,58375.73152,0.8506329,0.029269493,UVOT
M2,58375.73246,2.5755648,0.05976628,UVOT
B,58376.39281,1.0173641,0.0261477,UVOT
HX,58376.39392,0.780736,0.061745,XRT
SX,58376.39392,0.416639,0.045147,XRT
V,58376.39542,0.87290625,0.029718815,UVOT
W1,58378.51424,2.1999817,0.0446729,UVOT
U,58378.51512,1.6407948,0.037618014,UVOT
B,58378.51572,0.98169924,0.024332445,UVOT
HX,58378.51711,0.627163,0.082381,XRT
SX,58378.51711,0.394259,0.065386,XRT
W2,58378.51718,2.823819,0.0466703,UVOT
V,58378.51861,0.8606021,0.027929773,UVOT
M2,58378.51977,2.5102265,0.05315594,UVOT
W1,58379.05582,2.2617511,0.050682555,UVOT
U,58379.05651,1.7094168,0.043340206,UVOT
B,58379.05699,1.0244854,0.028117238,UVOT
HX,58379.05809,0.753319,0.05588,XRT
SX,58379.05809,0.446087,0.043093,XRT
V,58379.05925,0.8841251,0.032086376,UVOT
B,58380.05484,1.0101135,0.025543044,UVOT
HX,58380.05609,0.639408,0.061358,XRT
SX,58380.05609,0.348775,0.045834,XRT
V,58380.05754,0.8981747,0.0295781,UVOT
U,58381.12327,1.631829,0.03812254,UVOT
B,58381.12386,1.0173267,0.02543797,UVOT
HX,58381.12476,0.477307,0.041465,XRT
SX,58381.12476,0.345908,0.035362,XRT
V,58381.12664,0.8677114,0.028838338,UVOT
W1,58382.58005,2.211494,0.04518762,UVOT
U,58382.58092,1.6889124,0.03880503,UVOT
B,58382.58152,1.0251882,0.025254282,UVOT
HX,58382.58265,0.640275,0.046952,XRT
SX,58382.58265,0.395675,0.036905,XRT
W2,58382.58294,2.7730024,0.046179543,UVOT
V,58382.58435,0.8531073,0.027964586,UVOT
M2,58382.58527,2.4355387,0.059095657,UVOT
U,58383.36704,1.6095915,0.04083933,UVOT
B,58383.36753,0.998774,0.02728078,UVOT
HX,58383.36856,0.549482,0.048071,XRT
SX,58383.36856,0.368056,0.039342,XRT
W2,58383.3687,2.652915,0.04825472,UVOT
V,58383.36985,0.8711489,0.03142263,UVOT
M2,58383.37071,2.4411542,0.059888697,UVOT
W1,58384.68815,2.2127555,0.04689864,UVOT
U,58384.68894,1.6092969,0.03869474,UVOT
B,58384.68949,1.00019616,0.02585244,UVOT
W2,58384.69081,2.6392554,0.046032805,UVOT
HX,58384.69089,0.585962,0.06559,XRT
SX,58384.69089,0.375435,0.052576,XRT
M2,58384.69331,2.4050935,0.05000363,UVOT
W1,58385.0357,2.1712981,0.04565716,UVOT
U,58385.03652,1.5708795,0.03729966,UVOT
B,58385.03709,0.98775485,0.02515219,UVOT
HX,58385.03802,0.621844,0.051808,XRT
SX,58385.03802,0.354381,0.039271,XRT
V,58385.03982,0.8550025,0.02867308,UVOT
B,58386.56857,0.9770452,0.02659436,UVOT
HX,58386.56976,0.670682,0.098133,XRT
SX,58386.56976,0.539581,0.088652,XRT
W2,58386.56976,2.6796799,0.048491974,UVOT
V,58386.57094,0.90470115,0.03168441,UVOT
M2,58386.57194,2.3479797,0.05334958,UVOT
W1,58387.76221,2.2123445,0.04669327,UVOT
U,58387.76302,1.5442988,0.037119107,UVOT
B,58387.76358,1.04795755,0.026482414,UVOT
HX,58387.76472,0.622332,0.048793,XRT
SX,58387.76472,0.394374,0.038818,XRT
W2,58387.7649,2.7469294,0.047199614,UVOT
V,58387.76622,0.9101619,0.030096116,UVOT
M2,58387.76718,2.4050343,0.056759455,UVOT
W1,58388.20605,2.1866555,0.043462825,UVOT
U,58388.20698,1.5939996,0.03589748,UVOT
B,58388.20762,0.9880269,0.023795172,UVOT
HX,58388.20916,0.717064,0.046323,XRT
SX,58388.20916,0.467276,0.037426,XRT
W2,58388.20917,2.7377357,0.044527405,UVOT
V,58388.2107,0.8627212,0.02724033,UVOT
M2,58388.212,2.518264,0.050382944,UVOT
U,58389.01997,1.57144,0.037293246,UVOT
B,58389.02054,0.9526488,0.02451381,UVOT
HX,58389.02139,0.769086,0.051889,XRT
SX,58389.02139,0.455951,0.040011,XRT
V,58389.02323,0.87523686,0.029065089,UVOT
W1,58390.26984,2.1408875,0.04750082,UVOT
U,58390.27057,1.5960345,0.039621957,UVOT
B,58390.27109,1.0175074,0.027008532,UVOT
W2,58390.2723,2.7502189,0.048865437,UVOT
HX,58390.27238,0.737382,0.053253,XRT
SX,58390.27238,0.44821,0.041687,XRT
V,58390.2735,0.8592256,0.03034299,UVOT
M2,58390.27462,2.5433687,0.053275074,UVOT
W1,58391.59232,2.1977493,0.048076965,UVOT
U,58391.59306,1.6637297,0.040925723,UVOT
B,58391.59358,1.04549344,0.027458275,UVOT
HX,58391.59438,0.832832,0.060135,XRT
SX,58391.59438,0.432668,0.043324,XRT
W2,58391.5948,2.6093079,0.04691935,UVOT
V,58391.596,0.9189911,0.03150773,UVOT
B,58392.87171,0.9947286,0.022043768,UVOT
HX,58392.87328,0.759174,0.067219,XRT
SX,58392.87328,0.481219,0.053715,XRT
V,58392.87542,0.9163957,0.02598419,UVOT
W1,58393.18672,2.1701218,0.046282457,UVOT
U,58393.18751,1.6152081,0.03882325,UVOT
B,58393.18806,1.0114724,0.026071597,UVOT
W2,58393.18937,2.7399959,0.04739708,UVOT
HX,58393.18949,0.822099,0.052971,XRT
SX,58393.18949,0.453592,0.039422,XRT
V,58393.19066,0.8750159,0.029667715,UVOT
M2,58393.19189,2.412888,0.049510685,UVOT
W1,58395.25056,2.2030753,0.049372936,UVOT
B,58395.25175,0.9861929,0.027055942,UVOT
W2,58395.25291,2.7679326,0.049939755,UVOT
HX,58395.25302,0.679069,0.071341,XRT
SX,58395.25302,0.42807,0.056644,XRT
V,58395.25406,0.8733484,0.031385395,UVOT
M2,58395.25517,2.4156517,0.051439294,UVOT
W1,58396.38432,2.1804908,0.048269295,UVOT
U,58396.38505,1.6355613,0.040761626,UVOT
B,58396.38556,0.97883254,0.026515196,UVOT
HX,58396.38657,0.519856,0.045465,XRT
SX,58396.38657,0.393438,0.039622,XRT
W2,58396.38674,2.7210257,0.048803444,UVOT
V,58396.38791,0.8916744,0.031237516,UVOT
M2,58396.38876,2.4432613,0.06008129,UVOT
W1,58397.45073,2.2109061,0.04870792,UVOT
U,58397.45145,1.5648193,0.039297212,UVOT
B,58397.45195,1.02277416,0.027370104,UVOT
HX,58397.4531,0.598598,0.050371,XRT
SX,58397.4531,0.504064,0.046382,XRT
W2,58397.45315,2.8112808,0.04986871,UVOT
V,58397.45432,0.8114405,0.029498452,UVOT
M2,58397.4553,2.5162193,0.056553626,UVOT
W1,58398.31109,2.126929,0.043455088,UVOT
U,58398.31198,1.6405714,0.037589684,UVOT
B,58398.31259,1.038368,0.02530388,UVOT
W2,58398.31406,2.8026628,0.046201566,UVOT
HX,58398.31414,0.802326,0.051468,XRT
SX,58398.31414,0.535971,0.042144,XRT
V,58398.3155,0.8784665,0.028249367,UVOT
M2,58398.31682,2.4048644,0.048132176,UVOT
W1,58399.37163,2.2984026,0.050614745,UVOT
U,58399.37234,1.6548825,0.041602997,UVOT
B,58399.37283,0.9818225,0.02686801,UVOT
HX,58399.37397,0.78795,0.055525,XRT
SX,58399.37397,0.460157,0.042485,XRT
W2,58399.374,2.788791,0.049872654,UVOT
V,58399.37516,0.893076,0.031665472,UVOT
M2,58399.37614,2.46006,0.055641647,UVOT
U,58400.15963,1.6411194,0.036211643,UVOT
B,58400.16026,0.96606,0.02420926,UVOT
W2,58400.16181,2.8996282,0.046013154,UVOT
HX,58400.16184,0.78904,0.078995,XRT
SX,58400.16184,0.448731,0.059638,XRT
V,58400.16338,0.91884355,0.027869237,UVOT
W1,58401.96247,2.2538654,0.04707637,UVOT
U,58401.96328,1.6411917,0.038974813,UVOT
B,58401.96384,1.01559394,0.025892852,UVOT
HX,58401.96517,0.695601,0.049589,XRT
SX,58401.96517,0.378353,0.036622,XRT
W2,58401.96517,2.997883,0.050243517,UVOT
V,58401.96649,0.8565636,0.028982998,UVOT
M2,58401.96765,2.5455664,0.052918283,UVOT
W1,58402.42629,2.274412,0.045898127,UVOT
U,58402.42716,1.635877,0.037822004,UVOT
B,58402.42776,1.0259257,0.02529505,UVOT
HX,58402.42904,0.816803,0.058906,XRT
SX,58402.42904,0.390644,0.0408,XRT
W2,58402.42919,2.8131372,0.046622335,UVOT
V,58402.4306,0.9019251,0.028982786,UVOT
M2,58402.43166,2.4324477,0.054370574,UVOT
W1,58403.02749,2.2681387,0.049386023,UVOT
U,58403.02822,1.6251826,0.04057715,UVOT
B,58403.02872,1.01459385,0.027245508,UVOT
W2,58403.02992,2.9210544,0.0510798,UVOT
HX,58403.03002,0.959299,0.076496,XRT
SX,58403.03002,0.4377,0.051708,XRT
V,58403.03111,0.883891,0.031149266,UVOT
M2,58403.03224,2.5517953,0.05296421,UVOT
HX,58404.74492,0.600673,0.045025,XRT
SX,58404.74492,0.300872,0.031836,XRT
U,58405.34809,1.5697841,0.03795512,UVOT
B,58405.34863,0.9982921,0.02582266,UVOT
W2,58405.34994,2.8558048,0.048795117,UVOT
HX,58405.34998,0.603611,0.045776,XRT
SX,58405.34998,0.361114,0.035453,XRT
V,58405.35124,0.88415035,0.029866482,UVOT
M2,58405.35238,2.4703486,0.05199602,UVOT
W1,58406.80295,2.3310562,0.04775563,UVOT
U,58406.80379,1.748745,0.040673418,UVOT
B,58406.80437,1.02524495,0.02576587,UVOT
HX,58406.80557,0.80127,0.060185,XRT
SX,58406.80557,0.413533,0.04339,XRT
W2,58406.80573,2.8877684,0.04838742,UVOT
V,58406.80708,0.902954,0.029598807,UVOT
M2,58406.80809,2.5837796,0.05789312,UVOT
W1,58407.32897,2.2691259,0.04460088,UVOT
U,58407.3299,1.618425,0.03636024,UVOT
B,58407.33054,1.0131301,0.024267727,UVOT
HX,58407.33208,0.917225,0.093177,XRT
SX,58407.33208,0.650302,0.078265,XRT
W2,58407.33209,2.8194486,0.045525295,UVOT
V,58407.33362,0.8830953,0.027658747,UVOT
M2,58407.33492,2.4446375,0.049444474,UVOT
U,58408.40105,1.7283362,0.04108774,UVOT
B,58408.4016,1.0631348,0.02701937,UVOT
HX,58408.40284,0.904065,0.071733,XRT
SX,58408.40284,0.54259,0.055635,XRT
W2,58408.4029,2.9564774,0.050116494,UVOT
V,58408.40419,0.8575864,0.02937884,UVOT
M2,58408.40525,2.4376346,0.053702635,UVOT
W1,58410.85413,2.3088992,0.048319333,UVOT
U,58410.85492,1.6840743,0.040155905,UVOT
B,58410.85547,1.03721615,0.026515308,UVOT
W2,58410.85678,2.9967744,0.05047895,UVOT
HX,58410.85686,0.793112,0.052379,XRT
SX,58410.85686,0.494272,0.041361,XRT
V,58410.85807,0.9152807,0.0304645,UVOT
M2,58410.85927,2.6167324,0.052834527,UVOT
W1,58411.78585,2.2659183,0.044559137,UVOT
U,58411.78679,1.6742633,0.0373606,UVOT
B,58411.78743,1.0527046,0.024932425,UVOT
HX,58411.78867,0.596711,0.045416,XRT
SX,58411.78867,0.398047,0.03714,XRT
W2,58411.78897,3.0199364,0.04801894,UVOT
V,58411.79048,0.9031407,0.028159012,UVOT
W1,58412.91913,2.3368285,0.045376084,UVOT
U,58412.92008,1.6577126,0.03706212,UVOT
B,58412.92072,1.0238683,0.024441996,UVOT
W2,58412.92226,3.1239852,0.04907893,UVOT
HX,58412.92229,0.685113,0.045247,XRT
SX,58412.92229,0.320152,0.030987,XRT
V,58412.92379,0.8962366,0.027903587,UVOT
M2,58412.92514,2.6506172,0.051216435,UVOT
W1,58413.4528,2.3544853,0.047226703,UVOT
U,58413.45366,1.6824964,0.038683404,UVOT
B,58413.45426,1.0850546,0.02633888,UVOT
HX,58413.45548,0.769446,0.081788,XRT
SX,58413.45548,0.409801,0.059733,XRT
W2,58413.45568,3.0906857,0.05002544,UVOT
V,58413.45709,0.9119333,0.029141883,UVOT
M2,58413.4581,2.6983168,0.05993285,UVOT
W1,58414.71647,2.3647064,0.050533186,UVOT
U,58414.71721,1.7892846,0.043434913,UVOT
B,58414.71772,1.02534,0.027066967,UVOT
HX,58414.7186,0.710877,0.055008,XRT
SX,58414.7186,0.345141,0.03848,XRT
V,58414.72014,0.8982274,0.031023593,UVOT
W1,58415.84564,2.4433479,0.050205697,UVOT
U,58415.84643,1.8258868,0.042918172,UVOT
B,58415.84698,1.0954991,0.02748591,UVOT
HX,58415.8481,0.652666,0.050688,XRT
SX,58415.8481,0.359696,0.037602,XRT
W2,58415.84829,3.2117426,0.052841526,UVOT
V,58415.84959,0.9727511,0.03152797,UVOT
M2,58415.85052,2.7401887,0.062392844,UVOT
W1,58416.44462,2.5303998,0.051185036,UVOT
U,58416.44543,1.8028061,0.042028473,UVOT
B,58416.446,1.0455691,0.026325533,UVOT
HX,58416.44724,0.776141,0.052122,XRT
SX,58416.44724,0.447563,0.039557,XRT
W2,58416.44733,3.1755333,0.05208022,UVOT
V,58416.44867,0.8742329,0.0291525,UVOT
M2,58416.44971,2.8830708,0.060529615,UVOT
W1,58417.9818,2.5104727,0.051630126,UVOT
U,58417.98259,1.7923063,0.04261161,UVOT
B,58417.98312,1.064308,0.027229438,UVOT
HX,58417.98425,0.826225,0.056402,XRT
SX,58417.98425,0.364686,0.037522,XRT
W2,58417.9844,3.2601326,0.053944013,UVOT
V,58417.98566,0.9093268,0.030523415,UVOT
M2,58417.98661,2.8578678,0.06340224,UVOT
W1,58418.56753,2.3476216,0.048843816,UVOT
U,58418.56832,1.7772779,0.041948497,UVOT
B,58418.56887,1.070766,0.027104403,UVOT
HX,58418.57016,0.90264,0.057348,XRT
SX,58418.57016,0.327637,0.034547,XRT
W2,58418.57018,3.3191826,0.054224487,UVOT
V,58418.57149,0.9595285,0.031312074,UVOT
M2,58418.57258,2.8750785,0.059093725,UVOT
W1,58420.49093,2.444593,0.047590583,UVOT
U,58420.49183,1.748796,0.0393488,UVOT
B,58420.49245,1.0529568,0.025344666,UVOT
W2,58420.49394,3.1531,0.049956293,UVOT
HX,58420.49398,0.845341,0.050754,XRT
SX,58420.49398,0.432434,0.036296,XRT
V,58420.49542,0.8962644,0.02839687,UVOT
M2,58420.49672,2.8472806,0.05469767,UVOT
W1,58421.68689,2.3950234,0.046562767,UVOT
U,58421.68781,1.8519127,0.0408809,UVOT
B,58421.68843,1.0569727,0.025109701,UVOT
HX,58421.68986,0.91921,0.075703,XRT
SX,58421.68986,0.523717,0.057265,XRT
W2,58421.68994,3.1439132,0.0494099,UVOT
V,58421.69144,0.9016613,0.028045039,UVOT
M2,58421.69264,2.6871953,0.05438098,UVOT
W1,58422.15338,2.3862182,0.05310588,UVOT
U,58422.15405,1.759981,0.04472964,UVOT
B,58422.15452,1.0919778,0.02971255,UVOT
HX,58422.15549,0.804258,0.058856,XRT
SX,58422.15549,0.382892,0.040618,XRT
W2,58422.15562,3.190783,0.056022383,UVOT
V,58422.15672,0.8974812,0.032550902,UVOT
M2,58422.15753,2.751482,0.065921424,UVOT
W1,58423.28113,2.3427054,0.04590938,UVOT
U,58423.28205,1.8146753,0.04020917,UVOT
B,58423.28268,1.0435971,0.02489288,UVOT
HX,58423.28386,0.838279,0.066872,XRT
SX,58423.28386,0.469275,0.050113,XRT
W2,58423.28419,3.0599387,0.048508476,UVOT
V,58423.28568,0.9331738,0.028738118,UVOT
M2,58423.28664,2.7582039,0.06330885,UVOT
W1,58424.34127,2.3738607,0.048822217,UVOT
U,58424.34209,1.798735,0.04202495,UVOT
B,58424.34265,1.0664862,0.026799024,UVOT
HX,58424.34384,0.77382,0.083252,XRT
SX,58424.34384,0.537172,0.069555,XRT
W2,58424.34399,3.132499,0.051757805,UVOT
V,58424.34531,0.9086122,0.03004175,UVOT
M2,58424.3463,2.6706583,0.059823036,UVOT
W1,58425.66953,2.3707299,0.051385794,UVOT
U,58425.67026,1.7680973,0.043409753,UVOT
B,58425.67076,1.01339395,0.027181684,UVOT
HX,58425.67188,0.834605,0.058374,XRT
SX,58425.67188,0.407931,0.040737,XRT
W2,58425.67195,3.0900287,0.05340513,UVOT
V,58425.67312,0.9052861,0.031494683,UVOT
M2,58425.67407,2.7127787,0.0601636,UVOT
W1,58426.81519,2.3097226,0.048941257,UVOT
U,58426.81596,1.8553679,0.043875653,UVOT
B,58426.8165,1.0777239,0.027502644,UVOT
HX,58426.8176,0.817591,0.059999,XRT
SX,58426.8176,0.372443,0.040775,XRT
W2,58426.81777,3.0323566,0.051317083,UVOT
V,58426.81904,0.90760995,0.0305071,UVOT
M2,58426.81996,2.6577734,0.0613984,UVOT
W1,58427.32753,2.3671273,0.045962634,UVOT
U,58427.32846,1.7704966,0.039129394,UVOT
B,58427.3291,1.11810196,0.026024537,UVOT
W2,58427.33064,3.1658964,0.049519764,UVOT
HX,58427.33066,0.977024,0.068649,XRT
SX,58427.33066,0.610314,0.054259,XRT
V,58427.33217,0.9462964,0.028845093,UVOT
M2,58427.3335,2.8150208,0.053816265,UVOT
W1,58428.5891,2.3750897,0.04736871,UVOT
U,58428.58997,1.7984026,0.04059102,UVOT
B,58428.59058,1.12358344,0.026810464,UVOT
W2,58428.59202,3.2443578,0.051631883,UVOT
HX,58428.59203,1.081316,0.062496,XRT
SX,58428.59203,0.475198,0.041409,XRT
V,58428.59346,0.9569451,0.029819962,UVOT
M2,58428.59469,2.8260097,0.05560453,UVOT
W1,58429.78402,2.503009,0.04696372,UVOT
U,58429.785,1.7586159,0.038044273,UVOT
B,58429.78568,1.0830384,0.02479364,UVOT
W2,58429.78729,3.2830967,0.05014036,UVOT
HX,58429.78733,1.198157,0.081048,XRT
SX,58429.78733,0.519069,0.053421,XRT
V,58429.78889,0.9333177,0.027851732,UVOT
M2,58429.79034,2.9351775,0.05340783,UVOT
